total_len,protocol,flags,ttl,src_port,dst_port,tcp_flags_2,tcp_flags_1,size,cpu,memory
0,0,0,1,3,3,0,3,4034,0.50,27.26
1,3,3,0,0,0,3,0,4075,0.30,27.41
0,1,3,0,3,0,0,3,407,0.40,26.27
3,0,0,0,3,1,0,3,436,0.50,26.58
3,3,3,0,0,0,1,0,525,0.60,26.64
0,0,0,0,3,1,3,3,59,0.70,26.41
0,0,3,1,0,3,0,3,629,0.60,26.48
0,0,0,3,3,3,0,1,740,0.40,26.55
0,0,3,1,0,0,3,3,770,0.60,26.32
0,1,0,3,0,3,3,0,7,0.50,26.43
3,0,3,3,0,0,0,1,851,0.50,26.88
3,1,0,3,0,0,0,3,873,0.40,26.34
3,0,3,1,3,0,0,0,874,0.50,26.58
0,0,0,3,3,1,0,3,899,0.50,26.80
0,1,3,0,0,3,0,3,971,0.50,26.67
0,0,3,1,3,0,3,0,989,0.60,26.62
2,0,1,3,0,3,0,0,1175,0.50,26.69
3,1,2,0,0,0,3,0,1277,0.70,26.84
0,1,0,3,0,2,0,3,1368,0.40,26.67
0,3,0,3,0,0,1,2,1462,0.40,26.87
0,3,0,2,1,0,0,3,1485,0.40,26.70
1,3,0,0,3,0,2,0,1490,0.50,26.98
0,3,0,2,0,1,0,3,1562,0.50,26.99
3,0,3,0,2,0,0,1,1576,0.50,26.81
1,3,0,0,0,2,3,0,1795,0.40,26.78
2,3,0,3,1,0,0,0,1875,0.50,26.97
0,0,0,0,1,2,3,3,1881,0.50,26.56
3,3,0,0,0,0,2,1,1914,0.50,26.67
0,3,3,0,1,2,0,0,1990,0.50,26.87
0,3,0,1,0,3,0,2,2065,0.40,27.12
0,0,1,2,3,0,0,3,2112,0.50,26.93
0,0,3,0,2,3,0,1,2136,0.50,26.89
0,0,0,1,2,0,3,3,2271,0.50,26.76
3,1,0,0,2,0,3,0,2401,0.40,27.06
1,3,3,0,0,0,2,0,2487,0.40,27.25
0,0,0,1,3,2,3,0,2531,0.50,26.83
0,3,2,1,3,0,0,0,2620,0.40,27.05
0,1,0,0,0,3,3,2,2694,0.50,26.98
0,3,0,0,3,0,2,1,2737,0.40,26.92
3,0,1,0,2,0,0,3,289,0.40,26.52
3,1,3,0,0,2,0,0,2918,0.50,27.12
0,0,3,1,0,3,2,0,3042,0.40,26.95
1,0,0,2,0,0,3,3,3071,0.60,27.23
0,3,0,0,0,1,2,3,3244,0.40,27.07
3,0,3,0,0,1,2,0,3262,0.50,27.18
0,0,3,0,0,1,3,2,327,0.50,26.38
0,0,2,0,3,3,0,1,3283,0.50,27.18
0,0,1,3,3,0,2,0,3295,0.50,27.09
0,0,0,3,1,3,0,2,3327,0.60,27.09
0,0,3,0,1,2,0,3,3434,0.60,27.16
1,3,0,2,3,0,0,0,3532,0.50,27.34
3,3,0,0,0,2,1,0,3611,0.50,27.46
3,0,1,2,0,0,0,3,3645,0.60,26.98
0,3,1,2,0,0,3,0,3746,0.70,27.34
0,3,0,0,1,2,0,3,3768,0.50,27.32
2,1,3,0,0,0,3,0,3791,0.50,27.32
1,3,0,3,2,0,0,0,3809,0.50,27.29
3,0,0,0,0,2,3,1,3867,0.50,27.44
0,0,0,3,1,3,0,2,3924,0.50,27.52
0,3,0,2,1,3,0,0,3989,0.50,27.27
3,0,0,0,2,3,1,0,3993,0.60,27.43
2,0,3,0,0,0,1,3,3999,0.40,27.26
0,1,3,0,0,3,0,2,4012,0.50,27.57
0,3,2,3,0,0,1,0,4026,0.50,27.42
3,1,0,0,0,0,2,3,545,0.60,26.36
1,0,0,2,3,0,0,3,589,0.40,26.45
0,0,1,0,0,2,3,3,656,0.50,26.80
3,0,2,1,0,3,0,0,741,0.50,26.35
3,0,0,0,0,1,2,3,753,0.40,26.58
0,0,3,0,0,3,2,1,759,0.40,26.55
3,0,3,0,2,0,0,1,79,0.60,26.60
0,0,3,1,0,0,3,2,805,0.50,26.71
1,3,0,0,0,0,3,2,813,0.50,26.80
0,0,1,0,2,3,0,3,850,0.50,26.79
0,1,3,0,2,0,0,3,917,0.60,26.58
0,0,3,3,0,0,1,2,920,0.50,26.82
1,0,3,2,0,3,0,0,973,0.50,26.52
0,0,1,2,2,0,3,0,1076,0.60,26.66
3,0,2,0,1,0,0,2,1087,0.30,26.59
0,0,3,0,2,0,2,1,1120,0.50,26.51
2,3,0,0,2,0,0,1,1161,0.60,26.64
3,0,1,0,2,0,2,0,1257,0.50,26.56
0,0,0,3,1,2,0,2,143,0.40,26.43
0,2,2,1,0,3,0,0,1442,0.40,26.66
2,2,0,0,3,1,0,0,1461,0.50,26.92
2,0,1,3,2,0,0,0,1503,0.50,26.69
0,0,1,2,0,2,3,0,1514,0.60,26.64
2,0,3,1,0,0,0,2,1535,0.50,26.79
2,0,1,3,0,0,0,2,1638,0.60,26.57
0,0,0,1,3,2,0,2,1723,0.60,26.72
3,0,0,0,1,2,2,0,1732,0.50,26.86
0,0,0,3,2,0,2,1,1774,0.50,26.77
3,0,2,1,0,0,2,0,1853,0.30,26.70
0,2,1,0,3,2,0,0,1891,0.50,26.84
2,1,3,0,0,0,2,0,2096,0.50,26.95
0,0,3,2,0,0,2,1,2164,0.60,26.88
0,2,0,3,2,0,0,1,2308,0.60,27.06
0,3,0,0,2,1,0,2,2493,0.60,27.17
0,1,0,0,3,2,2,0,2570,0.50,27.07
1,0,3,2,0,2,0,0,2833,0.60,27.12
0,2,0,2,1,0,0,3,2886,0.50,27.06
1,3,0,0,2,0,0,2,2940,0.50,27.18
3,0,1,0,0,2,0,2,2957,0.80,27.30
1,0,0,0,2,2,0,3,301,0.40,26.43
0,0,0,3,1,2,2,0,3181,0.50,27.23
2,0,1,0,2,0,3,0,3247,0.60,27.00
0,0,1,2,0,2,0,3,3294,0.50,27.06
0,3,0,2,2,0,0,1,3341,0.50,27.25
0,3,1,2,0,2,0,0,3476,0.50,27.27
0,3,2,2,0,1,0,0,3517,0.50,27.12
3,0,1,0,0,2,0,2,3550,0.50,27.23
2,2,0,3,0,0,0,1,3569,0.60,27.32
3,0,2,0,0,0,1,2,3585,0.50,27.07
0,1,3,2,0,2,0,0,3593,0.40,27.13
2,0,0,3,0,0,2,1,3722,0.50,27.12
0,3,2,2,0,0,0,1,3779,0.60,27.30
0,1,0,0,0,3,2,2,3946,0.60,27.47
2,3,1,0,2,0,0,0,394,0.50,26.42
1,0,0,3,2,2,0,0,3952,0.50,27.40
2,1,2,0,0,0,3,0,4020,0.40,27.33
3,2,0,0,1,2,0,0,407,0.70,26.32
2,0,0,2,3,0,0,1,518,0.60,26.77
0,0,0,2,3,0,2,1,529,0.40,26.39
2,0,2,0,0,1,0,3,593,0.50,26.37
2,0,2,3,1,0,0,0,704,0.50,26.64
1,0,3,0,0,2,0,2,758,0.60,26.66
0,2,2,1,0,0,0,3,811,0.50,26.72
2,2,0,0,0,1,0,2,122,0.50,26.33
0,0,2,2,0,0,1,2,1275,0.50,26.83
2,0,0,0,2,1,2,0,1412,0.60,26.76
2,1,0,0,0,2,0,2,1426,0.50,26.54
1,0,2,0,0,0,2,2,1513,0.50,26.63
1,0,0,2,2,0,0,2,1516,0.50,26.62
0,0,2,2,2,0,1,0,1631,0.50,26.77
0,1,2,0,0,0,2,2,1714,0.60,26.72
0,0,2,0,1,2,0,2,175,0.50,26.30
1,2,0,0,0,0,2,2,1882,0.40,26.64
2,2,0,0,1,0,0,2,2196,0.60,26.85
0,0,0,1,0,2,2,2,2311,0.50,26.79
0,1,0,2,0,0,2,2,2363,0.70,27.14
0,2,1,2,0,2,0,0,2409,0.60,26.86
0,1,0,2,0,2,2,0,2422,0.50,26.89
1,0,0,2,2,0,2,0,2445,0.40,27.01
2,2,0,0,0,2,1,0,2655,0.40,27.16
2,0,2,2,1,0,0,0,2787,0.50,27.14
0,0,0,2,1,2,2,0,2910,0.60,27.11
0,2,2,2,0,0,0,1,293,0.50,26.55
0,2,0,0,2,1,2,0,2976,0.50,26.91
0,1,0,2,2,0,2,0,2991,0.50,26.96
2,2,1,0,2,0,0,0,303,0.40,26.19
0,0,1,2,0,0,2,2,3184,0.50,27.09
0,2,0,2,2,0,0,1,3207,0.50,27.10
0,0,0,1,2,0,2,2,3323,0.60,27.06
0,0,0,2,2,1,0,2,3462,0.50,27.12
0,0,2,2,0,0,1,2,3767,0.50,27.43
1,0,0,2,2,2,0,0,3771,0.50,27.25
0,2,0,0,0,2,2,1,3862,0.40,27.32
2,0,2,2,0,0,0,1,3906,0.70,27.29
2,0,1,0,0,2,2,0,3908,0.50,27.13
2,2,0,0,0,2,0,1,4044,0.50,27.32
0,0,1,2,2,2,0,0,503,0.50,26.30
0,2,0,2,0,2,1,0,570,0.50,26.65
2,2,0,1,0,2,0,0,779,0.40,26.66
2,0,1,2,2,0,0,0,894,0.50,26.45
0,2,2,0,0,0,2,1,960,0.60,26.54
2,2,0,0,2,0,1,0,972,0.80,26.40
1,2,0,0,0,2,0,2,976,0.50,26.58
0,0,0,0,3,3,0,3,100,0.50,26.40
0,0,0,0,3,3,3,0,1130,0.50,26.65
3,0,0,0,3,0,3,0,1214,0.40,26.75
0,3,0,0,0,3,3,0,1218,0.50,26.78
0,0,0,0,3,3,3,0,1419,0.50,26.55
0,3,0,0,3,3,0,0,1629,0.50,26.68
0,0,3,3,3,0,0,0,1651,0.60,26.70
0,0,0,3,0,3,3,0,1856,0.50,26.91
3,0,3,0,0,3,0,0,1884,0.60,26.69
0,3,0,3,3,0,0,0,1903,0.50,26.89
3,3,0,0,0,0,3,0,1929,0.50,26.71
3,0,0,3,3,0,0,0,2096,0.50,26.84
0,0,3,0,0,3,3,0,2108,0.50,26.95
0,0,3,0,3,0,0,3,2136,0.50,26.96
0,0,0,0,0,3,3,3,2232,0.40,27.01
0,0,0,3,0,0,3,3,225,0.50,26.57
3,3,0,0,0,0,3,0,2350,0.50,26.88
3,0,3,0,0,3,0,0,2483,0.60,26.91
3,0,3,0,0,0,3,0,2600,0.50,27.12
0,0,3,0,3,0,3,0,2766,0.40,26.88
3,0,0,0,0,0,3,3,2926,0.50,27.38
0,3,0,3,0,0,3,0,2935,0.60,27.14
0,0,0,0,3,3,0,3,2972,0.70,27.14
0,3,0,0,0,3,0,3,3111,0.50,27.08
3,0,0,0,3,3,0,0,3183,0.40,27.32
0,3,3,0,0,0,3,0,3273,0.60,27.18
0,3,0,0,3,0,0,3,3287,0.60,27.20
0,3,0,3,0,0,0,3,3356,0.60,27.18
3,0,3,0,0,0,3,0,3461,0.50,27.30
0,0,0,3,3,3,0,0,3599,0.60,27.28
3,0,3,0,3,0,0,0,3633,0.60,27.22
0,3,0,0,3,0,3,0,3741,0.50,27.50
0,3,0,0,3,3,0,0,3865,0.40,27.24
0,0,3,0,0,0,3,3,3950,0.50,27.39
3,0,0,0,3,0,0,3,3953,0.40,27.36
0,0,0,3,0,0,3,3,4059,0.60,27.55
3,3,0,3,0,0,0,0,445,0.50,26.18
0,3,0,0,3,0,3,0,605,0.70,26.71
0,3,0,3,3,0,0,0,744,0.60,26.60
0,3,3,3,0,0,0,0,764,0.50,26.43
0,0,3,3,0,0,3,0,791,0.50,26.68
3,3,0,0,0,0,0,3,843,0.50,26.63
0,0,3,0,0,3,0,3,869,0.40,26.55
0,3,0,0,3,0,3,0,914,0.50,26.48
0,3,0,3,0,0,0,3,981,0.60,26.70
0,2,0,0,0,0,3,3,1066,0.50,26.46
0,0,0,0,0,3,2,3,1277,0.50,26.64
0,3,0,0,3,0,0,2,1348,0.50,26.63
0,3,0,0,3,0,0,2,1445,0.50,26.82
0,0,3,0,2,0,3,0,1516,0.50,26.71
0,0,3,0,0,0,3,2,1707,0.50,26.66
0,3,3,0,0,0,2,0,1791,0.50,26.73
0,2,3,0,3,0,0,0,1793,0.60,26.91
0,0,3,0,0,3,2,0,1929,0.40,27.12
3,3,0,0,0,0,0,2,2051,0.50,26.61
0,2,0,0,0,3,3,0,2129,0.50,26.88
3,0,2,0,0,0,0,3,222,0.40,26.55
0,0,2,3,0,0,0,3,2274,0.50,27.13
2,3,0,0,0,0,0,3,230,0.70,26.35
0,3,2,3,0,0,0,0,2437,0.60,26.84
3,3,0,0,2,0,0,0,243,0.30,26.33
0,3,0,2,3,0,0,0,2537,0.50,27.13
2,3,0,0,0,3,0,0,25,0.40,26.11
0,3,0,3,0,0,0,2,2717,0.60,26.97
0,0,0,2,3,3,0,0,285,0.40,26.45
0,3,0,3,0,0,2,0,2969,0.40,27.36
0,3,0,2,0,0,0,3,2980,0.50,27.08
3,3,0,0,2,0,0,0,3000,0.50,27.25
0,0,3,0,0,0,3,2,3142,0.50,27.18
3,0,0,0,3,0,2,0,3152,0.50,27.24
0,3,3,0,0,0,0,2,3224,0.60,27.11
3,2,0,0,0,3,0,0,3306,0.40,27.38
0,3,0,0,0,0,2,3,3313,0.40,27.16
0,3,0,0,0,2,0,3,334,0.50,26.25
0,3,0,2,3,0,0,0,3443,0.50,27.30
0,0,2,3,0,0,0,3,34,0.50,26.43
0,3,0,3,0,2,0,0,3526,0.50,27.46
0,3,0,0,0,3,2,0,3551,0.50,27.33
0,0,3,3,0,0,0,2,3569,0.50,27.30
3,2,0,0,3,0,0,0,3602,0.50,27.16
2,3,0,0,0,3,0,0,3606,0.40,27.31
0,3,0,0,2,0,0,3,3836,0.50,27.48
0,0,3,0,0,3,0,2,3873,0.50,27.44
3,0,0,0,0,0,2,3,3890,0.60,27.25
3,0,0,0,2,0,3,0,4096,0.60,27.23
0,3,0,0,2,0,0,3,467,0.50,26.39
0,0,3,2,0,0,3,0,469,0.60,26.40
3,2,0,0,0,0,3,0,493,0.50,26.49
3,0,3,0,2,0,0,0,588,0.50,26.43
3,0,0,0,2,0,0,3,615,0.50,26.57
3,0,3,2,0,0,0,0,705,0.50,26.43
0,0,2,0,3,0,0,3,948,0.40,26.55
0,0,2,0,3,0,3,0,966,0.60,26.43
0,0,2,0,3,2,0,0,1132,0.60,26.49
2,0,0,0,0,0,2,3,117,0.50,26.47
0,2,0,0,0,3,0,2,1197,0.60,26.56
0,2,3,0,2,0,0,0,1318,0.50,26.60
3,0,0,0,0,2,0,2,1507,0.40,26.74
2,0,3,0,0,0,0,2,1727,0.50,26.70
0,2,0,0,2,0,0,3,1846,0.50,26.87
3,0,2,2,0,0,0,0,1865,0.40,27.07
3,2,0,0,0,2,0,0,1956,0.60,26.83
0,0,0,0,2,0,3,2,2058,0.40,26.99
2,0,0,0,0,2,3,0,2119,0.60,26.79
0,0,0,3,0,0,2,2,2127,0.40,26.80
2,0,0,0,3,0,0,2,215,0.50,26.54
0,0,2,3,0,0,0,2,2220,0.50,26.71
0,0,0,3,0,2,0,2,2273,0.40,26.93
2,0,2,0,3,0,0,0,2302,0.50,26.94
0,0,0,2,0,2,3,0,2370,0.50,27.14
0,2,0,2,3,0,0,0,2588,0.40,27.03
0,3,0,0,2,0,0,2,3023,0.50,27.13
0,0,3,2,0,0,0,2,3039,0.50,26.97
0,0,0,2,0,3,0,2,3057,0.50,27.35
0,2,0,2,3,0,0,0,3088,0.40,27.18
0,0,3,0,0,0,2,2,3325,0.60,27.33
0,0,2,0,3,0,2,0,3388,0.60,27.03
0,2,0,0,0,2,0,3,3462,0.60,27.23
0,0,3,0,2,2,0,0,34,0.50,26.37
2,0,0,0,0,2,3,0,3523,0.40,27.36
0,2,0,3,2,0,0,0,3713,0.50,27.59
2,0,3,2,0,0,0,0,3767,0.60,27.36
0,0,3,2,0,0,2,0,377,0.50,26.19
0,0,0,0,3,2,0,2,3858,0.50,27.57
2,0,3,0,2,0,0,0,3972,0.60,27.34
0,0,3,0,0,2,2,0,4022,0.50,27.44
0,0,0,0,0,3,2,2,742,0.60,26.62
0,0,0,2,3,0,0,2,935,0.40,26.63
2,0,0,0,0,2,2,0,1002,0.60,26.41
0,2,0,0,0,0,2,2,1120,0.60,26.61
0,0,0,0,2,2,2,0,1166,0.60,26.75
0,2,2,0,0,0,0,2,1201,0.50,26.76
2,2,0,0,0,2,0,0,1312,0.50,26.80
0,0,0,0,2,0,2,2,1387,0.50,26.52
0,2,0,0,0,2,0,2,1681,0.60,26.64
2,0,2,0,0,0,0,2,1892,0.50,26.82
2,0,0,0,0,2,0,2,1901,0.50,26.70
2,0,0,0,2,2,0,0,2026,0.50,26.69
0,0,2,2,0,2,0,0,2127,0.40,27.02
2,0,0,2,0,0,0,2,2228,0.50,26.91
0,0,0,0,2,2,0,2,2381,0.40,26.84
2,0,0,2,0,2,0,0,2395,0.50,26.98
0,2,0,2,0,0,0,2,2489,0.50,27.12
2,0,0,0,0,2,2,0,2608,0.50,27.13
2,0,2,0,0,2,0,0,2663,0.50,26.96
2,2,0,0,0,0,2,0,2705,0.60,27.00
0,0,0,2,0,2,0,2,2717,0.50,27.22
0,2,0,0,2,0,2,0,2744,0.60,27.09
0,0,0,2,0,0,2,2,2775,0.50,27.00
0,0,2,0,2,0,2,0,2858,0.50,26.62
0,0,0,2,2,2,0,0,2909,0.50,27.02
0,0,2,2,0,2,0,0,2937,0.60,26.85
0,2,0,0,2,2,0,0,3035,0.40,26.91
2,0,0,2,0,0,2,0,3109,0.50,26.85
2,2,0,0,0,0,0,2,3149,0.60,26.95
0,0,0,0,2,0,2,2,3195,0.50,26.89
2,2,0,0,0,0,2,0,3346,0.50,27.32
0,2,0,2,0,0,0,2,3463,0.50,27.26
0,0,2,0,0,2,2,0,3567,0.70,27.12
0,0,2,2,0,0,2,0,3626,0.60,27.25
0,2,0,0,2,0,0,2,3655,0.60,27.07
2,2,0,0,0,0,2,0,3714,0.40,27.28
2,0,2,0,0,0,2,0,3830,0.60,27.18
0,2,2,0,0,0,0,2,3887,0.50,27.23
0,2,0,2,2,0,0,0,533,0.50,26.62
0,0,0,0,2,0,2,2,926,0.50,26.50
0,0,1,3,3,0,0,0,1049,0.50,26.58
1,3,0,3,0,0,0,0,1313,0.60,26.71
1,0,3,0,0,3,0,0,1421,0.50,26.60
3,0,0,3,0,1,0,0,1515,0.50,26.63
0,0,0,1,0,0,3,3,1574,0.60,26.84
1,0,0,3,0,3,0,0,1774,0.50,27.09
0,0,3,3,0,0,0,1,1838,0.40,26.77
0,0,3,0,3,1,0,0,1917,0.40,26.87
0,0,3,3,0,1,0,0,1961,0.50,26.73
0,1,0,3,0,0,3,0,1963,0.40,27.16
0,0,1,0,0,3,0,3,1967,0.40,26.79
0,3,0,3,1,0,0,0,1981,0.40,26.84
3,0,0,1,0,3,0,0,1996,0.60,26.99
0,0,3,0,1,0,0,3,2075,0.60,26.74
1,3,0,0,3,0,0,0,2145,0.50,27.04
3,0,0,1,0,0,0,3,2174,0.50,26.88
3,0,3,0,1,0,0,0,2200,0.40,26.92
0,3,0,0,0,3,1,0,2260,0.50,26.87
0,3,3,0,0,0,1,0,2296,0.60,26.99
1,0,0,3,3,0,0,0,2341,0.50,26.87
1,0,0,0,0,0,3,3,2364,0.40,26.87
3,0,3,0,0,1,0,0,2389,0.70,26.82
0,0,0,1,3,3,0,0,250,0.50,26.34
0,1,3,3,0,0,0,0,2538,0.60,26.91
1,0,3,0,3,0,0,0,2614,0.50,27.27
0,3,0,3,0,0,0,1,2625,0.40,26.91
3,0,0,3,0,0,0,1,2667,0.50,26.94
0,3,0,0,0,0,3,1,282,0.50,26.41
0,0,0,0,3,3,0,1,2870,0.40,27.21
0,3,3,0,0,0,1,0,3030,0.50,27.14
3,0,1,3,0,0,0,0,3049,0.60,27.23
0,0,0,0,0,1,3,3,3112,0.50,27.13
0,3,1,3,0,0,0,0,3114,0.40,26.91
0,0,3,3,0,1,0,0,3115,0.50,27.08
0,0,0,0,3,3,1,0,3274,0.60,27.31
0,3,0,0,0,0,1,3,3356,0.50,26.99
0,3,3,0,0,0,0,1,3359,0.50,27.25
3,0,0,0,0,0,1,3,3534,0.50,27.16
0,3,0,3,0,0,1,0,3606,0.60,27.25
1,0,0,3,0,3,0,0,363,0.60,26.38
0,3,0,0,1,0,0,3,3667,0.70,27.34
3,1,3,0,0,0,0,0,3911,0.50,27.33
0,0,0,3,0,3,1,0,443,0.50,26.62
0,3,0,1,3,0,0,0,470,0.50,26.32
0,0,0,1,3,3,0,0,491,0.60,26.43
0,0,0,1,0,0,3,3,503,0.60,26.59
3,0,0,0,1,0,0,3,562,0.50,26.63
3,1,3,0,0,0,0,0,648,0.50,26.76
3,0,0,1,3,0,0,0,664,0.60,26.39
0,3,0,0,0,0,3,1,872,0.50,26.70
1,0,0,3,3,0,0,0,935,0.50,26.74
0,0,0,1,3,3,0,0,996,0.60,26.75
0,1,0,0,2,3,0,0,1058,0.50,26.82
0,1,2,0,0,3,0,0,1151,0.30,26.66
2,0,0,0,3,1,0,0,119,0.50,26.57
0,0,0,1,0,2,3,0,1598,0.70,26.62
0,0,2,1,0,3,0,0,1740,0.30,27.00
0,0,0,3,0,1,2,0,1794,0.40,27.10
3,0,0,0,1,0,0,2,1950,0.60,26.89
0,2,0,0,0,1,3,0,2069,0.40,27.00
0,3,1,2,0,0,0,0,2277,0.60,26.95
1,0,0,0,0,0,3,2,2293,0.60,26.88
3,1,0,2,0,0,0,0,2346,0.50,26.90
0,1,0,0,2,0,3,0,2370,0.60,26.92
3,0,0,0,1,2,0,0,2405,0.50,26.79
0,3,0,0,0,2,0,1,2415,0.60,27.20
0,2,0,1,0,0,0,3,2538,0.50,27.13
3,0,0,0,0,2,0,1,2636,0.40,26.98
3,1,2,0,0,0,0,0,2688,0.60,26.99
2,0,1,0,0,0,3,0,2750,0.60,26.88
0,0,2,1,0,3,0,0,2922,0.50,26.96
0,3,0,2,0,0,1,0,296,0.50,26.48
0,0,1,0,0,0,2,3,3009,0.50,27.19
0,0,1,0,0,0,2,3,3013,0.40,27.17
0,0,0,1,3,0,2,0,3062,0.50,27.04
0,0,2,1,0,3,0,0,3157,0.60,27.03
0,0,2,1,0,0,3,0,3223,0.50,27.43
1,0,2,0,0,0,0,3,3265,0.50,27.46
0,1,2,3,0,0,0,0,3275,0.60,27.31
0,3,1,0,0,0,2,0,3345,0.60,27.14
0,3,2,0,0,0,0,1,3346,0.50,27.20
1,2,0,0,0,0,3,0,3433,0.50,27.39
0,0,0,3,0,2,1,0,3482,0.50,27.54
0,1,3,0,0,2,0,0,3577,0.60,27.24
